GAge	GCity	GCity_X	GCity_Y	GSex	GState	ID_LM	PersonNights	QCulture	QFood	QRoom	QSatisfaction	QService	SaturdayNights	Season	VFrom	VNights	VPersons	VPriceDeduction	VPriceFood	VPriceRoom	VPriceTotal	VTypeOfVisit	WSky	WTemperature	XEUR
67	Linz	14.2862742	48.3066489	female	Austria	1373	8	98	35	46	average	47	-1	0	2013-05-03 00:00:00	2	4	200	0	11600	11400	private	sunny	10.1	25.64
53	München	11.5836375	48.1364669	female	Germany	1396	14	51	29	59	average	62	-1	0	2013-05-11 00:00:00	14	1	1000	0	20300	19300	private	cloudy	8.9	25.81
80	Budweis	14.4757883	48.9763169	male	CR	1397	1	52	21	44	average	69	0	0	2013-05-13 00:00:00	1	1	0	0	1450	1450	business	rain/snow	11.2	25.84
65	Budweis	14.4757883	48.9763169	male	CR	1398	1	82	31	55	average	60	0	0	2013-05-13 00:00:00	1	1	0	0	1450	1450	business	rain/snow	11.2	25.84
62	Budweis	14.4757883	48.9763169	female	CR	1399	1	50	36	42	average	72	0	0	2013-05-13 00:00:00	1	1	0	0	1450	1450	business	rain/snow	11.2	25.84
75	Praha	14.4212806	50.0874967	female	CR	1400	2	100	36	48	average	72	-1	0	2013-05-17 00:00:00	2	1	200	0	2900	2700	private	sunny	17.3	25.99
64	Budweis	14.4757883	48.9763169	male	CR	1401	4	48	66	86	high	95	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
33	Budweis	14.4757883	48.9763169	male	CR	1402	2	96	67	58	average	58	-1	0	2013-05-17 00:00:00	2	1	200	0	2900	2700	private	sunny	17.3	25.99
30	Budweis	14.4757883	48.9763169	male	CR	1403	4	48	76	85	high	84	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
80	Budweis	14.4757883	48.9763169	male	CR	1404	8	93	33	48	average	72	-1	0	2013-05-17 00:00:00	2	4	200	0	11600	11400	private	sunny	17.3	25.99
29	Budweis	14.4757883	48.9763169	male	CR	1405	4	53	75	88	high	95	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
54	Budweis	14.4757883	48.9763169	male	CR	1406	6	100	36	45	average	64	-1	0	2013-05-17 00:00:00	2	3	200	0	8700	8500	private	sunny	17.3	25.99
54	Budweis	14.4757883	48.9763169	male	CR	1407	4	48	83	99	high	93	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
20	Budweis	14.4757883	48.9763169	female	CR	1408	4	60	65	93	high	87	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
80	Budweis	14.4757883	48.9763169	female	CR	1409	6	81	30	54	average	71	-1	0	2013-05-17 00:00:00	2	3	200	0	8700	8500	private	sunny	17.3	25.99
74	Budweis	14.4757883	48.9763169	female	CR	1410	4	82	24	54	average	53	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
66	Wien	16.3736767	48.2115631	male	Austria	1411	4	72	65	96	high	89	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
47	Budweis	14.4757883	48.9763169	male	CR	1412	6	48	89	89	high	97	-1	0	2013-05-17 00:00:00	2	3	200	0	8700	8500	private	sunny	17.3	25.99
65	Budweis	14.4757883	48.9763169	female	CR	1413	2	84	24	54	average	54	-1	0	2013-05-17 00:00:00	2	1	200	0	2900	2700	private	sunny	17.3	25.99
25	Budweis	14.4757883	48.9763169	male	CR	1414	4	70	89	100	high	83	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
81	Budweis	14.4757883	48.9763169	female	CR	1415	2	45	32	44	average	47	-1	0	2013-05-17 00:00:00	2	1	200	0	2900	2700	private	sunny	17.3	25.99
18	Budweis	14.4757883	48.9763169	male	CR	1416	4	64	80	84	high	95	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
76	Budweis	14.4757883	48.9763169	male	CR	1417	4	98	66	45	average	46	-1	0	2013-05-17 00:00:00	2	2	200	0	5800	5600	private	sunny	17.3	25.99
58	Budweis	14.4757883	48.9763169	male	CR	1418	2	46	66	50	average	69	-1	0	2013-05-17 00:00:00	2	1	200	0	2900	2700	private	sunny	17.3	25.99
36	Pardubice	15.780415	50.0409775	female	CR	1441	14	56	75	95	high	82	-1	0	2013-05-25 00:00:00	7	2	600	0	20300	19700	private	rain/snow	10.8	26.0
25	Pardubice	15.780415	50.0409775	female	CR	1442	7	93	67	42	average	63	-1	0	2013-05-25 00:00:00	7	1	600	0	10150	9550	private	rain/snow	10.8	26.0
25	Praha	14.4212806	50.0874967	male	CR	1443	14	53	82	84	high	89	-1	0	2013-05-25 00:00:00	7	2	600	0	20300	19700	private	rain/snow	10.8	26.0
55	Pardubice	15.780415	50.0409775	female	CR	1444	14	46	82	94	high	81	-1	0	2013-05-25 00:00:00	7	2	600	0	20300	19700	private	rain/snow	10.8	26.0
73	Pardubice	15.780415	50.0409775	male	CR	1445	14	54	92	87	high	82	-1	0	2013-05-25 00:00:00	7	2	600	0	20300	19700	private	rain/snow	10.8	26.0
54	München	11.5836375	48.1364669	female	Germany	1446	7	72	75	99	high	98	-1	0	2013-05-25 00:00:00	7	1	600	0	10150	9550	private	rain/snow	10.8	26.0
54	Ústí nad Labem	14.0390819	50.6700692	female	CR	1447	2	98	31	56	average	70	0	0	2013-05-28 00:00:00	1	2	0	0	2900	2900	business	cloudy	20.2	25.89
19	Dresden	13.7397044	51.0497456	male	Germany	1448	14	36	18	30	low	27	-1	0	2013-05-29 00:00:00	7	2	200	0	20300	20100	private	sunny	22.7	25.9
70	Dresden	13.7397044	51.0497456	male	Germany	1449	14	1	10	26	low	15	-1	0	2013-05-29 00:00:00	7	2	200	0	20300	20100	private	sunny	22.7	25.9
50	Dresden	13.7397044	51.0497456	male	Germany	1450	14	7	15	38	low	27	-1	0	2013-05-29 00:00:00	7	2	200	0	20300	20100	private	sunny	22.7	25.9
52	Wien	16.3736767	48.2115631	female	Austria	1451	14	9	17	16	low	40	-1	0	2013-05-29 00:00:00	7	2	200	0	20300	20100	private	sunny	22.7	25.9
31	Dresden	13.7397044	51.0497456	male	Germany	1452	14	33	26	30	low	40	-1	0	2013-05-29 00:00:00	7	2	200	0	20300	20100	private	sunny	22.7	25.9
66	Dresden	13.7397044	51.0497456	female	Germany	1453	14	9	11	27	low	30	-1	0	2013-05-29 00:00:00	7	2	200	0	20300	20100	private	sunny	22.7	25.9
62	Budweis	14.4757883	48.9763169	female	CR	1454	1	56	89	84	high	84	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
22	Praha	14.4212806	50.0874967	male	CR	1455	4	4	14	39	low	40	-1	0	2013-05-31 00:00:00	2	2	200	0	5800	5600	private	sunny	20.9	25.71
21	Budweis	14.4757883	48.9763169	female	CR	1456	1	59	92	84	high	82	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
80	Salzburg	13.0475658	47.798095	male	Austria	1457	8	33	23	30	low	37	-1	0	2013-05-31 00:00:00	2	4	200	0	11600	11400	private	sunny	20.9	25.71
46	Budweis	14.4757883	48.9763169	female	CR	1458	1	72	80	91	high	96	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
54	Salzburg	13.0475658	47.798095	male	Austria	1459	8	11	9	23	low	40	-1	0	2013-05-31 00:00:00	2	4	200	0	11600	11400	private	sunny	20.9	25.71
39	Salzburg	13.0475658	47.798095	female	Austria	1460	8	33	18	25	low	39	-1	0	2013-05-31 00:00:00	2	4	200	0	11600	11400	private	sunny	20.9	25.71
38	Salzburg	13.0475658	47.798095	female	Austria	1461	8	9	15	22	low	29	-1	0	2013-05-31 00:00:00	2	4	200	0	11600	11400	private	sunny	20.9	25.71
50	Budweis	14.4757883	48.9763169	female	CR	1462	1	71	92	93	high	85	0	0	2013-05-31 00:00:00	1	1	0	0	1450	1450	private	sunny	20.9	25.71
76	Ústí nad Labem	14.0390819	50.6700692	male	CR	1485	2	100	68	46	average	53	0	-1	2013-06-11 00:00:00	1	2	0	360	2900	3260	business	cloudy	21.8	25.61
25	Ústí nad Labem	14.0390819	50.6700692	male	CR	1486	2	47	68	48	average	64	0	-1	2013-06-11 00:00:00	1	2	0	360	2900	3260	business	cloudy	21.8	25.61
56	Ústí nad Labem	14.0390819	50.6700692	female	CR	1487	2	93	60	45	average	59	0	-1	2013-06-11 00:00:00	1	2	0	360	2900	3260	business	cloudy	21.8	25.61
54	München	11.5836375	48.1364669	female	Germany	1488	7	18	11	13	low	38	-1	-1	2013-06-15 00:00:00	7	1	200	0	10150	9950	private	sunny	20.8	25.72
35	Bratislava	17.1097606	48.1547933	female	Slovakia	1489	2	19	24	13	low	32	0	-1	2013-06-18 00:00:00	1	2	0	360	2900	3260	business	sunny	17.2	25.68
22	Ústí nad Labem	14.0390819	50.6700692	female	CR	1490	2	97	34	54	average	72	0	-1	2013-06-18 00:00:00	1	2	0	360	2900	3260	business	sunny	17.2	25.68
19	Ústí nad Labem	14.0390819	50.6700692	female	CR	1491	2	52	29	56	average	70	0	-1	2013-06-18 00:00:00	1	2	0	360	2900	3260	business	sunny	17.2	25.68
28	Ústí nad Labem	14.0390819	50.6700692	female	CR	1492	2	93	34	49	average	72	0	-1	2013-06-18 00:00:00	1	2	0	360	2900	3260	business	sunny	17.2	25.68
33	Ústí nad Labem	14.0390819	50.6700692	male	CR	1493	2	93	34	54	average	54	0	-1	2013-06-18 00:00:00	1	2	0	360	2900	3260	business	sunny	17.2	25.68
75	Brno	16.6153758	49.1921808	male	CR	1494	1	18	17	15	low	38	0	-1	2013-06-19 00:00:00	1	1	0	180	1450	1630	business	cloudy	18.7	25.68
21	Brno	16.6153758	49.1921808	male	CR	1495	1	36	10	24	low	27	0	-1	2013-06-19 00:00:00	1	1	0	0	1450	1450	business	cloudy	18.7	25.68
34	Jihlava	15.5909008	49.3963828	female	CR	1496	2	6	21	31	low	27	0	-1	2013-06-19 00:00:00	1	2	0	360	2900	3260	business	cloudy	18.7	25.68
22	Brno	16.6153758	49.1921808	male	CR	1497	1	1	25	39	low	27	0	-1	2013-06-19 00:00:00	1	1	0	0	1450	1450	business	cloudy	18.7	25.68
76	Brno	16.6153758	49.1921808	male	CR	1498	1	6	22	25	low	40	0	-1	2013-06-19 00:00:00	1	1	0	180	1450	1630	business	cloudy	18.7	25.68
60	Brno	16.6153758	49.1921808	male	CR	1499	3	34	12	25	low	15	0	-1	2013-06-19 00:00:00	1	3	0	540	4350	4890	business	cloudy	18.7	25.68
79	Liberec	15.0663036	50.7709239	male	CR	1500	14	83	67	52	average	56	-1	-1	2013-06-21 00:00:00	14	1	200	2520	20300	22620	private	cloudy	22.7	25.82
82	Linz	14.2862742	48.3066489	male	Austria	1501	56	94	59	51	average	59	-1	-1	2013-06-21 00:00:00	14	4	200	10080	81200	91080	business	cloudy	22.7	25.82
76	München	11.5836375	48.1364669	female	Germany	1502	7	2	18	30	low	27	-1	-1	2013-06-22 00:00:00	7	1	200	1260	10150	11210	private	cloudy	22.2	25.82
82	München	11.5836375	48.1364669	male	Germany	1503	7	2	14	21	low	39	-1	-1	2013-06-22 00:00:00	7	1	200	1260	10150	11210	private	cloudy	22.2	25.82
39	Pilsen	13.3771556	49.7490406	male	CR	1504	7	7	24	31	low	21	-1	-1	2013-06-22 00:00:00	7	1	200	0	10150	9950	private	cloudy	22.2	25.82
44	München	11.5836375	48.1364669	female	Germany	1505	14	5	10	32	low	28	-1	-1	2013-06-22 00:00:00	7	2	200	2520	20300	22620	private	cloudy	22.2	25.82
19	München	11.5836375	48.1364669	female	Germany	1506	7	11	26	30	low	37	-1	-1	2013-06-22 00:00:00	7	1	200	1260	10150	11210	private	cloudy	22.2	25.82
55	Liberec	15.0663036	50.7709239	male	CR	1528	14	96	24	56	average	58	-1	-1	2013-06-28 00:00:00	14	1	200	2520	20300	22620	private	rain/snow	22.2	25.95
42	Jihlava	15.5909008	49.3963828	female	CR	1529	8	49	67	56	average	55	-1	-1	2013-06-28 00:00:00	2	4	200	1440	11600	12840	private	rain/snow	22.2	25.95
35	Liberec	15.0663036	50.7709239	female	CR	1530	28	52	66	50	average	71	-1	-1	2013-06-28 00:00:00	14	2	200	5040	40600	45440	private	rain/snow	22.2	25.95
74	Bratislava	17.1097606	48.1547933	female	Slovakia	1531	1	34	27	25	low	15	0	-1	2013-07-02 00:00:00	1	1	0	0	1450	1450	business	sunny	17.8	25.99
23	Jihlava	15.5909008	49.3963828	female	CR	1532	4	51	60	59	average	70	-1	-1	2013-07-05 00:00:00	2	2	200	720	5800	6320	private	cloudy	17.8	26.05
82	Linz	14.2862742	48.3066489	male	Austria	1533	56	83	34	52	average	54	-1	-1	2013-07-05 00:00:00	14	4	200	10080	81200	91080	business	cloudy	17.8	26.05
35	Liberec	15.0663036	50.7709239	female	CR	1534	14	50	30	59	average	72	-1	-1	2013-07-05 00:00:00	14	1	200	2520	20300	22620	private	cloudy	17.8	26.05
23	Berlin	13.3908886	52.5176189	male	Germany	1535	28	94	67	57	average	47	-1	-1	2013-07-05 00:00:00	14	2	200	5040	40600	45440	business	cloudy	17.8	26.05
24	Hradec Králové	15.8353464	50.2100194	female	CR	1536	8	48	31	41	average	58	-1	-1	2013-07-05 00:00:00	2	4	200	1440	11600	12840	private	cloudy	17.8	26.05
28	Linz	14.2862742	48.3066489	female	Austria	1537	28	93	57	47	average	72	-1	-1	2013-07-05 00:00:00	14	2	200	5040	40600	45440	business	cloudy	17.8	26.05
42	Linz	14.2862742	48.3066489	male	Austria	1538	56	84	36	43	average	62	-1	-1	2013-07-05 00:00:00	14	4	200	10080	81200	91080	business	cloudy	17.8	26.05
30	Jihlava	15.5909008	49.3963828	female	CR	1539	8	96	34	53	average	69	-1	-1	2013-07-05 00:00:00	2	4	200	1440	11600	12840	private	cloudy	17.8	26.05
63	Linz	14.2862742	48.3066489	female	Austria	1540	56	93	67	56	average	46	-1	-1	2013-07-05 00:00:00	14	4	200	10080	81200	91080	business	cloudy	17.8	26.05
20	Dresden	13.7397044	51.0497456	male	Germany	1541	2	48	58	41	average	58	-1	-1	2013-07-05 00:00:00	2	1	200	0	2900	2700	private	cloudy	17.8	26.05
20	Jihlava	15.5909008	49.3963828	male	CR	1542	8	97	33	44	average	61	-1	-1	2013-07-05 00:00:00	2	4	200	1440	11600	12840	private	cloudy	17.8	26.05
70	Jihlava	15.5909008	49.3963828	female	CR	1543	8	48	36	41	average	61	-1	-1	2013-07-05 00:00:00	2	4	200	1440	11600	12840	private	cloudy	17.8	26.05
44	München	11.5836375	48.1364669	male	Germany	1544	8	49	31	44	average	46	-1	-1	2013-07-05 00:00:00	2	4	200	0	11600	11400	private	cloudy	17.8	26.05
50	Jihlava	15.5909008	49.3963828	male	CR	1545	8	94	66	49	average	53	-1	-1	2013-07-05 00:00:00	2	4	200	1440	11600	12840	private	cloudy	17.8	26.05
69	Jihlava	15.5909008	49.3963828	male	CR	1546	8	94	35	41	average	47	-1	-1	2013-07-05 00:00:00	2	4	200	1440	11600	12840	private	cloudy	17.8	26.05
51	Linz	14.2862742	48.3066489	male	Austria	1547	56	47	29	54	average	63	-1	-1	2013-07-12 00:00:00	14	4	200	0	81200	81000	business	cloudy	21.1	25.98
29	München	11.5836375	48.1364669	female	Germany	1548	56	97	22	60	average	71	-1	-1	2013-07-12 00:00:00	14	4	200	0	81200	81000	business	cloudy	21.1	25.98
35	Linz	14.2862742	48.3066489	male	Austria	1549	56	52	29	55	average	53	-1	-1	2013-07-12 00:00:00	14	4	200	10080	81200	91080	business	cloudy	21.1	25.98
18	Jihlava	15.5909008	49.3963828	male	CR	1572	7	57	80	90	high	98	-1	-1	2013-07-27 00:00:00	7	1	200	0	10150	9950	private	sunny	14.7	25.95
22	Brno	16.6153758	49.1921808	female	CR	1573	28	35	17	15	low	28	-1	-1	2013-07-27 00:00:00	14	2	200	5040	40600	45440	private	sunny	14.7	25.95
80	Brno	16.6153758	49.1921808	male	CR	1574	28	4	28	29	low	23	-1	-1	2013-07-27 00:00:00	14	2	200	5040	40600	45440	private	sunny	14.7	25.95
76	Dresden	13.7397044	51.0497456	male	Germany	1575	7	58	78	90	high	91	-1	-1	2013-07-27 00:00:00	7	1	200	1260	10150	11210	private	sunny	14.7	25.95
44	Berlin	13.3908886	52.5176189	female	Germany	1576	7	56	83	81	high	93	-1	-1	2013-07-27 00:00:00	7	1	200	0	10150	9950	private	sunny	14.7	25.95
52	Jihlava	15.5909008	49.3963828	male	CR	1577	56	1	26	24	low	25	-1	-1	2013-07-27 00:00:00	14	4	200	10080	81200	91080	private	sunny	14.7	25.95
64	Brno	16.6153758	49.1921808	male	CR	1578	28	8	23	13	low	40	-1	-1	2013-07-27 00:00:00	14	2	200	5040	40600	45440	private	sunny	14.7	25.95
74	Berlin	13.3908886	52.5176189	male	Germany	1579	7	70	68	86	high	98	-1	-1	2013-07-27 00:00:00	7	1	200	1260	10150	11210	private	sunny	14.7	25.95
28	Brno	16.6153758	49.1921808	male	CR	1580	28	33	25	30	low	22	-1	-1	2013-07-27 00:00:00	14	2	200	5040	40600	45440	private	sunny	14.7	25.95
36	Liberec	15.0663036	50.7709239	female	CR	1581	14	1	14	29	low	28	-1	-1	2013-07-27 00:00:00	14	1	200	2520	20300	22620	private	sunny	14.7	25.95
82	Berlin	13.3908886	52.5176189	female	Germany	1582	7	54	67	96	high	85	-1	-1	2013-07-27 00:00:00	7	1	200	1260	10150	11210	private	sunny	14.7	25.95
76	Brno	16.6153758	49.1921808	female	CR	1583	28	35	10	22	low	32	-1	-1	2013-07-27 00:00:00	14	2	200	0	40600	40400	private	sunny	14.7	25.95
31	Berlin	13.3908886	52.5176189	female	Germany	1584	7	53	82	87	high	91	-1	-1	2013-07-27 00:00:00	7	1	200	1260	10150	11210	private	sunny	14.7	25.95
21	Jihlava	15.5909008	49.3963828	male	CR	1585	28	8	16	29	low	21	-1	-1	2013-07-29 00:00:00	7	4	200	5040	40600	45440	private	cloudy	18.4	25.91
36	Jihlava	15.5909008	49.3963828	female	CR	1586	14	9	13	14	low	28	-1	-1	2013-07-29 00:00:00	7	2	200	0	20300	20100	private	cloudy	18.4	25.91
82	Praha	14.4212806	50.0874967	male	CR	1587	28	9	20	27	low	13	-1	-1	2013-07-29 00:00:00	7	4	200	5040	40600	45440	private	cloudy	18.4	25.91
27	Katovice	19.0241283	50.2592108	male	Poland	1588	28	9	28	31	low	32	-1	-1	2013-07-29 00:00:00	7	4	200	5040	40600	45440	private	cloudy	18.4	25.91
28	Katovice	19.0241283	50.2592108	male	Poland	1589	28	7	13	31	low	28	-1	-1	2013-07-29 00:00:00	7	4	200	5040	40600	45440	private	cloudy	18.4	25.91
51	Dresden	13.7397044	51.0497456	male	Germany	1590	1	93	32	49	average	46	0	-1	2013-07-30 00:00:00	1	1	0	180	1450	1630	business	rain/snow	17.9	25.85
68	München	11.5836375	48.1364669	male	Germany	1591	2	48	35	42	average	63	0	-1	2013-07-30 00:00:00	1	2	0	0	2900	2900	business	rain/snow	17.9	25.85
56	Praha	14.4212806	50.0874967	male	CR	1592	28	61	73	86	high	86	-1	-1	2013-08-01 00:00:00	14	2	200	5040	40600	45440	private	rain/snow	20.1	25.95
40	Praha	14.4212806	50.0874967	female	CR	1593	28	55	80	93	high	86	-1	-1	2013-08-01 00:00:00	14	2	200	5040	40600	45440	private	rain/snow	20.1	25.95
75	Praha	14.4212806	50.0874967	male	CR	1594	28	48	66	91	high	95	-1	-1	2013-08-01 00:00:00	14	2	200	5040	40600	45440	private	rain/snow	20.1	25.95
63	Praha	14.4212806	50.0874967	female	CR	1617	28	54	74	84	high	95	-1	-1	2013-08-08 00:00:00	14	2	200	5040	40600	45440	private	sunny	21.4	25.82
58	Praha	14.4212806	50.0874967	male	CR	1618	28	54	76	86	high	83	-1	-1	2013-08-08 00:00:00	14	2	200	5040	40600	45440	private	sunny	21.4	25.82
73	Budweis	14.4757883	48.9763169	female	CR	1619	4	7	11	15	low	24	-1	-1	2013-08-09 00:00:00	2	2	200	0	5800	5600	private	sunny	21.2	25.93
62	Linz	14.2862742	48.3066489	female	Austria	1620	2	93	21	54	average	45	0	-1	2013-08-09 00:00:00	1	2	0	0	2900	2900	private	sunny	21.2	25.93
22	Linz	14.2862742	48.3066489	male	Austria	1621	6	97	66	57	average	56	-1	-1	2013-08-09 00:00:00	2	3	200	0	8700	8500	private	sunny	21.2	25.93
51	Linz	14.2862742	48.3066489	male	Austria	1622	2	82	22	41	average	48	0	-1	2013-08-09 00:00:00	1	2	0	360	2900	3260	private	sunny	21.2	25.93
73	Linz	14.2862742	48.3066489	female	Austria	1623	2	100	36	59	average	71	-1	-1	2013-08-09 00:00:00	2	1	200	360	2900	3060	private	sunny	21.2	25.93
76	Linz	14.2862742	48.3066489	female	Austria	1624	1	94	33	50	average	63	0	-1	2013-08-09 00:00:00	1	1	0	180	1450	1630	private	sunny	21.2	25.93
77	Linz	14.2862742	48.3066489	male	Austria	1625	2	46	29	41	average	71	0	-1	2013-08-09 00:00:00	1	2	0	0	2900	2900	private	sunny	21.2	25.93
22	Linz	14.2862742	48.3066489	female	Austria	1626	2	93	23	57	average	57	0	-1	2013-08-09 00:00:00	1	2	0	360	2900	3260	private	sunny	21.2	25.93
62	München	11.5836375	48.1364669	female	Germany	1627	4	1	18	21	low	29	-1	-1	2013-08-09 00:00:00	2	2	200	720	5800	6320	private	sunny	21.2	25.93
64	Linz	14.2862742	48.3066489	male	Austria	1628	2	97	67	60	average	54	-1	-1	2013-08-09 00:00:00	2	1	200	360	2900	3060	private	sunny	21.2	25.93
33	Linz	14.2862742	48.3066489	male	Austria	1629	1	46	33	47	average	71	0	-1	2013-08-09 00:00:00	1	1	0	180	1450	1630	private	sunny	21.2	25.93
51	München	11.5836375	48.1364669	male	Germany	1630	4	33	20	32	low	22	-1	-1	2013-08-09 00:00:00	2	2	200	720	5800	6320	private	sunny	21.2	25.93
19	München	11.5836375	48.1364669	female	Germany	1631	8	97	30	47	average	59	-1	-1	2013-08-09 00:00:00	2	4	200	1440	11600	12840	private	sunny	21.2	25.93
55	Linz	14.2862742	48.3066489	female	Austria	1632	2	99	24	57	average	56	0	-1	2013-08-09 00:00:00	1	2	0	360	2900	3260	private	sunny	21.2	25.93
24	Linz	14.2862742	48.3066489	female	Austria	1633	2	46	57	42	average	46	-1	-1	2013-08-09 00:00:00	2	1	200	360	2900	3060	private	sunny	21.2	25.93
31	Linz	14.2862742	48.3066489	female	Austria	1634	4	81	33	46	average	61	0	-1	2013-08-09 00:00:00	1	4	0	720	5800	6520	private	sunny	21.2	25.93
47	Linz	14.2862742	48.3066489	female	Austria	1635	2	51	29	58	average	45	0	-1	2013-08-09 00:00:00	1	2	0	0	2900	2900	private	sunny	21.2	25.93
52	Budweis	14.4757883	48.9763169	female	CR	1636	4	1	11	29	low	21	-1	-1	2013-08-09 00:00:00	2	2	200	720	5800	6320	private	sunny	21.2	25.93
22	Linz	14.2862742	48.3066489	female	Austria	1637	2	97	22	45	average	62	-1	-1	2013-08-09 00:00:00	2	1	200	360	2900	3060	private	sunny	21.2	25.93
41	Linz	14.2862742	48.3066489	male	Austria	1638	4	52	34	52	average	58	0	-1	2013-08-09 00:00:00	1	4	0	720	5800	6520	private	sunny	21.2	25.93
79	Budweis	14.4757883	48.9763169	female	CR	1639	4	34	26	24	low	14	-1	-1	2013-08-09 00:00:00	2	2	200	0	5800	5600	private	sunny	21.2	25.93
49	Linz	14.2862742	48.3066489	male	Austria	1640	2	84	57	47	average	63	-1	-1	2013-08-09 00:00:00	2	1	200	0	2900	2700	private	sunny	21.2	25.93
52	Linz	14.2862742	48.3066489	male	Austria	1641	2	46	65	41	average	62	-1	-1	2013-08-09 00:00:00	2	1	200	360	2900	3060	private	sunny	21.2	25.93
25	Budweis	14.4757883	48.9763169	female	CR	1642	4	4	17	37	low	14	-1	-1	2013-08-09 00:00:00	2	2	200	720	5800	6320	private	sunny	21.2	25.93
30	Jihlava	15.5909008	49.3963828	male	CR	1643	28	94	65	53	average	70	-1	-1	2013-08-10 00:00:00	7	4	200	5040	40600	45440	private	sunny	22.1	25.93
35	Jihlava	15.5909008	49.3963828	female	CR	1644	28	93	68	42	average	53	-1	-1	2013-08-10 00:00:00	7	4	200	5040	40600	45440	private	sunny	22.1	25.93
21	Katovice	19.0241283	50.2592108	male	Poland	1645	28	47	65	56	average	57	-1	-1	2013-08-10 00:00:00	7	4	200	0	40600	40400	private	sunny	22.1	25.93
78	Jihlava	15.5909008	49.3963828	female	CR	1646	28	51	23	53	average	58	-1	-1	2013-08-10 00:00:00	7	4	200	5040	40600	45440	private	sunny	22.1	25.93
36	Jihlava	15.5909008	49.3963828	male	CR	1647	28	84	58	48	average	71	-1	-1	2013-08-10 00:00:00	7	4	200	0	40600	40400	private	sunny	22.1	25.93
67	Jihlava	15.5909008	49.3963828	female	CR	1648	14	96	33	50	average	64	-1	-1	2013-08-10 00:00:00	7	2	200	2520	20300	22620	private	sunny	22.1	25.93
51	Jihlava	15.5909008	49.3963828	male	CR	1649	28	81	57	56	average	57	-1	-1	2013-08-10 00:00:00	7	4	200	5040	40600	45440	private	sunny	22.1	25.93
19	Jihlava	15.5909008	49.3963828	female	CR	1650	28	97	21	45	average	55	-1	-1	2013-08-10 00:00:00	7	4	200	5040	40600	45440	private	sunny	22.1	25.93
51	Katovice	19.0241283	50.2592108	female	Poland	1651	28	3	28	32	low	24	-1	-1	2013-08-12 00:00:00	7	4	200	5040	40600	45440	private	rain/snow	22.6	25.88
35	München	11.5836375	48.1364669	male	Germany	1652	1	52	65	41	average	70	0	-1	2013-08-13 00:00:00	1	1	0	180	1450	1630	business	sunny	17.6	25.88
46	München	11.5836375	48.1364669	female	Germany	1653	1	81	60	60	average	69	0	-1	2013-08-13 00:00:00	1	1	0	0	1450	1450	business	sunny	17.6	25.88
65	Wien	16.3736767	48.2115631	male	Austria	1654	3	81	65	41	average	54	0	-1	2013-08-13 00:00:00	1	3	0	540	4350	4890	business	sunny	17.6	25.88
19	Linz	14.2862742	48.3066489	female	Austria	1655	8	98	31	53	average	48	-1	-1	2013-08-16 00:00:00	2	4	200	1440	11600	12840	private	cloudy	19.5	25.8
30	München	11.5836375	48.1364669	male	Germany	1656	2	47	24	57	average	58	0	-1	2013-08-20 00:00:00	1	2	0	360	2900	3260	business	rain/snow	22.1	25.77
72	München	11.5836375	48.1364669	female	Germany	1657	1	95	60	50	average	54	0	-1	2013-08-20 00:00:00	1	1	0	0	1450	1450	business	rain/snow	22.1	25.77
51	München	11.5836375	48.1364669	female	Germany	1658	1	51	65	60	average	60	0	-1	2013-08-20 00:00:00	1	1	0	0	1450	1450	business	rain/snow	22.1	25.77
58	München	11.5836375	48.1364669	female	Germany	1659	1	82	65	57	average	69	0	-1	2013-08-20 00:00:00	1	1	0	180	1450	1630	business	rain/snow	22.1	25.77
72	Kladno	14.1022533	50.1484586	female	CR	1660	1	84	33	50	average	60	0	-1	2013-08-21 00:00:00	1	1	0	180	1450	1630	business	rain/snow	24.0	25.77
54	Karlovy Vary	12.8690381	50.2311075	female	CR	1683	2	17	24	27	low	26	-1	0	2013-10-04 00:00:00	2	1	200	0	2900	2700	private	cloudy	19.6	25.56
79	Dresden	13.7397044	51.0497456	male	Germany	1684	21	83	31	49	average	72	-1	0	2013-10-05 00:00:00	7	3	600	0	30450	29850	private	cloudy	19.6	25.56
50	Liberec	15.0663036	50.7709239	male	CR	1685	42	8	23	31	low	30	-1	0	2013-10-05 00:00:00	21	2	1400	0	60900	59500	private	cloudy	19.6	25.56
